form_wave,form_language,answer_time_min,creative,answer_time_median,answer_time_90,survey_duration,survey_created,survey_start_time,surveyid,userid,form_lang,answer_time_75,version,survey_name,shortcode,survey_end_time,seed,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,control_bebbo_knowledge,control_bebbo_usage,count_to_ten,cry_separated,decrease_stress,default_tys,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo
0,bulgarian,8.688,Ad2_Bebbo_Recruitment,14.0025,25.363300000000024,1180.136,2023-04-10 16:21:41.757+00:00,2023-05-10 09:52:37.338000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23875147292084275,,18.21925,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-10 10:12:17.474000+00:00,2308085837,True,,,"Yes, more than 1",2 to 4 years,Гергана,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,,,True,,No,,,Yes,Secondary,,,,,,,,No,OK,,OK,OK,Strongly disagree,True,False,True,False,True,,,Bulgarian,Strongly disagree,Village,Disagree,Disagree,,,True,True,2,,23,Woman,Rarely,Almost always,Yes,No,Yes,No,No,No,,Rarely,Strongly agree,Strongly disagree,Other,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,6.257,Ad1_Bebbo_Recruitment,9.578,17.8177,87.938,2023-04-10 16:21:41.757+00:00,2023-05-01 16:01:47.378000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23880704371528780,,13.711,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-01 16:03:15.316000+00:00,4268208651,,,,,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,0,,25,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,539.749,Ad2_Bebbo_Recruitment,539.749,539.749,539.749,2023-05-25 17:11:17.651+00:00,2023-07-09 14:30:35.748000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23890123220579095,,539.749,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-09 14:39:35.497000+00:00,2173510962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,4.776,Ad1_Bebbo_Recruitment,7.74,26.166000000000004,820.625,2023-05-25 17:11:17.651+00:00,2023-07-07 09:35:10.077000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23891154057164679,,13.124,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-07 09:48:50.702000+00:00,2415155687,Wrong,,,"Yes, 1",4 to 6 years,Денис,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Confident,Yes,,,True,,No,,,Yes,Secondary,,,,,,,,Yes,OK,,OK,OK,Strongly disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Large regional centers,Agree,Agree,,,Wrong,True,2,,22,Woman,Almost never,,Yes,No,Yes,Yes,No,No,,Most of the times,Agree,Strongly disagree,Other,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,,,,,
0,bulgarian,7.53,Ad2_Bebbo_Recruitment,8.008,19.735200000000003,38.205,2023-04-10 16:21:41.757+00:00,2023-05-14 12:21:18.428000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23903466562585531,,15.3375,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 12:21:56.633000+00:00,2705800930,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.981,Ad2_Bebbo_Recruitment,10.449,15.086599999999999,33.676,2023-05-25 17:11:17.651+00:00,2023-06-17 23:59:23.339000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23908663912113109,,13.3475,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-17 23:59:57.015000+00:00,1454753256,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.204,Ad2_Bebbo_Recruitment,9.5125,12.716299999999999,102.913,2023-05-25 17:11:17.651+00:00,2023-07-05 18:01:39.739000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23909351465318784,,11.651499999999999,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-05 18:03:22.652000+00:00,4121206004,,,,"Yes, 1",,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,Bulgarian,,Smaller cities,,,,,,,2,,34,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.192,Ad2_Bebbo_Recruitment,6.364,7.292800000000001,19.081,2023-05-25 17:11:17.651+00:00,2023-07-06 10:49:39.476000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23914059074907281,,6.9445,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-06 10:49:58.557000+00:00,2259314958,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.597,Ad1_Bebbo_Recruitment,12.106,32.715199999999996,2633502.928,2023-05-25 17:11:17.651+00:00,2023-06-01 21:20:21.791000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23914760358122728,,18.682,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-02 08:52:04.719000+00:00,1410146214,,,No,"Yes, 1",12 to 24 months,Коко,,If the 12-months-old cannot pick up very small objects,If the 3-year-old child does not play side by side with other children,,Confident,Very confident,Yes,,,,Wrong,No,,Yes,,University,True,OK,,Five,Start,,,Yes,OK,OK,,OK,Strongly disagree,True,True,,True,True,Not sure,False,Bulgarian,Strongly disagree,Capital,Agree,Agree,True,True,,,2,,34,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree,Strongly disagree,Mother,True,True,,True,Strongly disagree,Strongly disagree,True,,,,,OK,Strongly disagree,,,,,
2,bulgarian,7.977,Ad1_Bebbo_Recruitment,13.422,27.608400000000003,83.41,2023-07-01 19:14:13.375+00:00,2023-08-01 15:14:19.645000+00:00,1dab5bcf-6de6-4b58-8ab0-e8704c02ae5d,23914760358122728,,13.713,2,UNICEF Bebbo Bulgaria v2,bebbobgfueng,2023-08-01 15:15:43.055000+00:00,1410146214,,,,,4 to 6 years,Коко,,,,,,,,,,,,,,,,,,,,,Start,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,No
1,bulgarian,7.618,Ad1_Bebbo_Recruitment,11.34,25.759500000000003,109988.49,2023-06-01 17:32:31.013+00:00,2023-07-02 08:52:18.345000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,23914760358122728,,14.8335,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-07-03 15:25:26.835000+00:00,1410146214,True,,,,2 to 4 years,Алексия,,,If the 3-year-old child is becoming more independent,If the 5-year-old child shows signs of taking responsibility,Very confident,Confident,,,,True,,Yes,,,,,,OK,,,,,,Yes,,,,,Disagree,True,True,Wrong,True,True,,,,Disagree,,Agree,Strongly agree,,,Wrong,True,,,,,Rarely,Almost always,No,Yes,Yes,Yes,Yes,No,,Most of the times,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,No
0,bulgarian,17.498,Ad2_Bebbo_Recruitment,17.498,17.498,17.498,2023-04-10 16:21:41.757+00:00,2023-05-14 13:44:12.392000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23931007939832148,,17.498,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 13:44:29.890000+00:00,2043506656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.688,Ad2_Bebbo_Recruitment,7.7235,12.7662,70.384,2023-05-25 17:11:17.651+00:00,2023-06-20 10:21:05.692000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23940449675542242,,10.4985,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-20 10:22:16.076000+00:00,3025051846,,,,,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Capital,,,,,,,0,,32,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.894,Ad3_Bebbo_Recruitment,7.533,9.9376,72.107,2023-05-25 17:11:17.651+00:00,2023-08-13 11:00:46.372000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23941730942140032,,9.47,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-13 11:01:58.479000+00:00,3509815558,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,24,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.368,Ad2_Bebbo_Recruitment,10.023,18.876,132.592,2023-04-10 16:21:41.757+00:00,2023-05-06 18:52:29.257000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23942629655336526,,15.038499999999999,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-06 18:54:41.849000+00:00,337524765,,,,"Yes, 1",,Спирам,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,Bulgarian,,Village,,,,,,,1,,25,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad1_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-05-15 20:43:44.775000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23945645261701548,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-15 20:43:44.775000+00:00,4024176450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-06-12 10:25:41.531000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23951134161144094,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-12 10:25:41.531000+00:00,2806577507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-08-01 08:03:43.598000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23953558780902042,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-01 08:03:43.598000+00:00,3590019121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad3_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-08-06 18:36:01.292000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23954028620854943,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-06 18:36:01.292000+00:00,2473347911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,15.778,Ad2_Bebbo_Recruitment,16.437,18.4186,51.129,2023-04-10 16:21:41.757+00:00,2023-05-14 00:03:27.774000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23956258497306692,,17.6755,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 00:04:18.903000+00:00,3667506836,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.606,Ad2_Bebbo_Recruitment,11.1005,26.711500000000004,958.678,2023-04-10 16:21:41.757+00:00,2023-05-05 15:50:12.831000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23971766342422885,,15.67625,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-05 16:06:11.509000+00:00,1775391369,True,,,"Yes, 1",4 to 6 years,Натали,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,Yes,,,True,,No,,,Yes,Secondary,,OK,,,,,,No,OK,,OK,OK,Disagree,True,True,True,True,True,,,Bulgarian,Disagree,Large regional centers,Agree,Strongly agree,,,Wrong,Wrong,1,,39,Woman,Almost never,,Yes,Yes,Yes,Yes,No,Yes,,Almost always,Do not agree,Agree,Mother,,,True,,Strongly disagree,Agree,,True,,,,OK,Disagree,,,,,
1,bulgarian,6.559,Ad2_Bebbo_Recruitment,10.893,24.857800000000008,15018.707,2023-06-01 17:32:31.013+00:00,2023-07-25 05:00:47.773000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,23976250688628917,,14.199,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-07-25 09:11:06.480000+00:00,1375173242,,,Yes,,6 to 12 months,Рая,,If the 12-months-old cannot sit up on her own,If the 3-year-old child is becoming more independent,,Confident,Confident,,,,,True,No,,,,,True,OK,,One,,,,No,,,,,Strongly disagree,True,True,,True,True,True,False,,Strongly disagree,,Strongly agree,Strongly agree,Wrong,True,,,,,,,Rarely,Most of the times,No,Yes,Yes,No,Yes,No,,Rarely,Do not agree at all,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Agree,True,,,,,OK,Strongly agree,,,,,No
0,bulgarian,6.873,Ad2_Bebbo_Recruitment,13.258,35.996399999999994,2448063.725,2023-05-25 17:11:17.651+00:00,2023-06-26 20:59:29.995000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23976250688628917,,18.282,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-25 05:00:33.720000+00:00,1375173242,,,Yes,"Yes, 1",6 to 12 months,Рая,,If the 12-months-old cannot pick up very small objects,If the 3-year-old child does not play side by side with other children,,Confident,Confident,Yes,,,,True,No,,Yes,,Basic,True,OK,,One,Start,,,No,OK,OK,,OK,Strongly disagree,True,True,,True,True,True,Not sure,Bulgarian,Strongly disagree,Village,Strongly agree,Strongly agree,Wrong,True,,,3,,33,Woman,Rarely,Almost always,No,Yes,Yes,No,Yes,No,,Most of the times,Do not agree at all,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Strongly agree,True,,,,,OK,Agree,,,,,
1,bulgarian,,Ad1_Bebbo_Recruitment,,,0.0,2023-06-01 17:32:31.013+00:00,2023-08-02 05:58:36.222000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,23976620471925115,,,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-08-02 05:58:36.222000+00:00,1067943442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
0,bulgarian,6.982,Ad1_Bebbo_Recruitment,13.724499999999999,44.30619999999998,2421484.667,2023-05-25 17:11:17.651+00:00,2023-07-05 05:20:17.232000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23976620471925115,,22.43175,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-02 05:58:21.899000+00:00,1067943442,True,,,"Yes, 1",2 to 4 years,Радослав,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Very confident,Yes,,,True,,Yes,,Yes,,University,,OK,,,Start,,,No,OK,OK,,OK,Disagree,True,True,True,True,Not sure,,,Bulgarian,Disagree,Large regional centers,Strongly agree,Strongly agree,,,Wrong,True,1,,40,Woman,Rarely,Most of the times,No,Yes,Yes,Yes,Yes,No,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,,,,,
0,bulgarian,7.937,Ad1_Bebbo_Recruitment,11.513,14.6498,105.085,2023-04-10 16:21:41.757+00:00,2023-05-13 08:22:38.868000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23976653605267065,,13.018,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-13 08:24:23.953000+00:00,2445654959,,,,No,,,,,,,,,Yes,,,,,,,,,Basic,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Smaller cities,,,,,,,2,,37,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-08-02 11:07:42.789000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23981028534828883,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-02 11:07:42.789000+00:00,1868219548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.555,Ad2_Bebbo_Recruitment,9.637,19.400400000000005,146.192,2023-05-25 17:11:17.651+00:00,2023-06-24 06:04:56.663000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23983399331247415,,15.551,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-24 06:07:22.855000+00:00,4233154321,,,,"Yes, 1",4 to 6 years,Кое дете,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,Bulgarian,,Capital,,,,,,,2,,39,Woman,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,
0,bulgarian,16.945,Ad2_Bebbo_Recruitment,26.95,27.8756,72.002,2023-05-25 17:11:17.651+00:00,2023-07-20 08:20:48.562000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23986480337632233,,27.5285,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-20 08:22:00.564000+00:00,1052929760,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bulgarian,6.912,Ad2_Bebbo_Recruitment,10.637,20.42580000000002,605.817,2023-06-01 17:32:31.013+00:00,2023-08-06 05:40:41.309000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,23994267960160459,,14.667,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-08-06 05:50:47.126000+00:00,1067967739,True,,,,2 to 4 years,Лора,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot count to ten,Confident,Not confident,,,,True,,No,,,,,,OK,,,,,,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Strongly disagree,,Agree,Strongly agree,,,Wrong,True,,,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,6.637,Ad2_Bebbo_Recruitment,12.068,61.631499999999974,2467239.61,2023-05-25 17:11:17.651+00:00,2023-07-08 16:19:50.464000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23994267960160459,,17.33175,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-06 05:40:30.074000+00:00,1067967739,True,,,"Yes, 1",2 to 4 years,Лора,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Not confident,Yes,,,True,,No,,,No,University,,OK,,,Start,,,No,OK,,OK,OK,Strongly disagree,False,True,True,True,False,,,Bulgarian,Strongly disagree,Large regional centers,Disagree,Strongly agree,,,True,True,1,,40,Woman,Rarely,Most of the times,No,Yes,Yes,No,No,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,6.365,Ad1_Bebbo_Recruitment,9.847,18.280200000000004,606.066,2023-05-25 17:11:17.651+00:00,2023-06-17 08:30:05.253000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,23997338846532185,,13.005749999999999,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-17 08:40:11.319000+00:00,4147343764,True,,,"Yes, 1",2 to 4 years,Beti,,,If the 3-year-old child is becoming more independent,If the 5-year-old child shows signs of taking responsibility,Very confident,Confident,Yes,,,Wrong,,No,,Yes,,Secondary,,,,,,,,No,OK,OK,,OK,Agree,True,True,True,True,Not sure,,,Bulgarian,Strongly disagree,Large regional centers,Agree,Agree,,,Wrong,True,1,,39,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Disagree,Mother,,,Wrong,,Strongly disagree,Strongly agree,,Wrong,,,,OK,Agree,,,,,
0,bulgarian,11.786,Ad2_Bebbo_Recruitment,15.952,67.686,266.915,2023-04-10 16:21:41.757+00:00,2023-05-17 03:08:33.969000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,23998154646450135,,32.873,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-17 03:13:00.884000+00:00,2525605451,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,1,,35,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.097,Ad1_Bebbo_Recruitment,9.212,16.198,421.741,2023-04-10 16:21:41.757+00:00,2023-05-14 06:03:07.441000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,24006197588979740,,13.33675,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 06:10:09.182000+00:00,1014966630,,,Yes,"Yes, more than 1",12 to 24 months,Вили,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,Yes,,,,Wrong,,,,,University,True,,,Not applicable (child is less than 6 months old),,,,,OK,OK,,OK,,True,True,,True,True,True,True,Bulgarian,,Smaller cities,,,True,True,,,2,,30,Man,Almost never,,,,,,,,,Rarely,Do not agree at all,,Father,Wrong,True,,Wrong,,,Wrong,,,,,,,,,,,
0,bulgarian,16.455,Ad1_Bebbo_Recruitment,16.455,16.455,16.455,2023-05-25 17:11:17.651+00:00,2023-06-13 07:27:01.260000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,24011123031820251,,16.455,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-13 07:27:17.715000+00:00,2435576489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.583,Ad1_Bebbo_Recruitment,12.181,20.1986,120.224,2023-05-25 17:11:17.651+00:00,2023-05-31 22:56:54.810000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,24013921581539994,,14.913,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-31 22:58:55.034000+00:00,3623893539,,,,,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,0,,23,Man,,,,,,,,,,,,,,,,,,,,,,,Ок,,,,,,,,
0,bulgarian,6.549,Ad2_Bebbo_Recruitment,16.049,27.090299999999996,183.752,2023-05-25 17:11:17.651+00:00,2023-08-10 07:03:17.017000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,24025816177009669,,23.377000000000002,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-10 07:06:20.769000+00:00,1516146401,,,,"Yes, more than 1",,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,Bulgarian,,Smaller cities,,,,,,,3,,35,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.805,Ad2_Bebbo_Recruitment,17.527,38.037800000000004,577.486,2023-03-27 00:48:40.598+00:00,2023-03-31 13:45:24.524000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,24027606940185995,,29.204,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-03-31 13:55:02.010000+00:00,927817187,,,,"Yes, 1",12 to 24 months,Отказвам се,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,Not sure,,,,True,False,False,Bulgarian,,Smaller cities,,,,,,,3,,34,Man,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,
0,bulgarian,16.289,Ad2_Bebbo_Recruitment,16.289,16.289,16.289,2023-05-25 17:11:17.651+00:00,2023-07-11 11:10:06.481000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,24033016632963417,,16.289,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-11 11:10:22.770000+00:00,655963086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-06-15 18:05:09.771000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,24033970742868622,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-15 18:05:09.771000+00:00,2708585793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
